id_pedido,data_pedido,cliente,produto,categoria,regiao,quantidade,preco_unitario,receita_bruta,desconto,receita_liquida
763,2025-10-06,Cliente_11,Mouse,Eletrônicos,Sul,3,2984.69,8954.07,0.03,8685.45
764,2025-07-03,Cliente_81,Notebook,Eletrônicos,Centro-Oeste,1,3376.26,3376.26,0.17,2802.3
765,2025-04-23,Cliente_53,Mouse,Periféricos,Sudeste,2,4619.23,9238.46,0.21,7298.38
766,2025-09-08,Cliente_25,Mouse,Periféricos,Centro-Oeste,1,1764.21,1764.21,0.12,1552.5
767,2025-01-12,Cliente_7,Headset,Acessórios,Sudeste,4,4376.29,17505.16,0.14,15054.44
768,2025-07-29,Cliente_46,Notebook,Eletrônicos,Nordeste,1,3004.4,3004.4,0.17,2493.65
769,2025-12-22,Cliente_21,Cadeira Gamer,Acessórios,Sul,2,279.52,559.04,0.18,458.41
770,2025-10-21,Cliente_50,Cadeira Gamer,Periféricos,Sul,1,3062.96,3062.96,0.21,2419.74
771,2025-06-26,Cliente_25,Notebook,Periféricos,Nordeste,2,2706.11,5412.22,0.11,4816.88
772,2025-10-31,Cliente_52,Headset,Eletrônicos,Centro-Oeste,4,1681.18,6724.72,0.14,5783.26
773,2025-05-07,Cliente_2,Teclado,Acessórios,Norte,4,713.31,2853.24,0.2,2282.59
774,2025-08-07,Cliente_65,Notebook,Periféricos,Norte,1,4627.36,4627.36,0.18,3794.44
775,2025-11-15,Cliente_49,Headset,Periféricos,Sul,4,351.92,1407.68,0.3,985.38
776,2025-06-07,Cliente_51,Teclado,Acessórios,Sul,3,2751.03,8253.09,0.17,6850.06
777,2025-09-12,Cliente_40,Teclado,Eletrônicos,Sul,4,2663.05,10652.2,0.19,8628.28
778,2025-07-08,Cliente_42,Cadeira Gamer,Acessórios,Nordeste,4,4848.74,19394.96,0.28,13964.37
779,2025-03-08,Cliente_1,Cadeira Gamer,Periféricos,Centro-Oeste,1,330.08,330.08,0.24,250.86
780,2025-01-27,Cliente_73,Cadeira Gamer,Eletrônicos,Sudeste,2,3921.8,7843.6,0.19,6353.32
781,2025-03-04,Cliente_91,Notebook,Periféricos,Sudeste,2,4230.65,8461.3,0.29,6007.52
782,2025-08-27,Cliente_11,Monitor,Periféricos,Nordeste,4,4196.03,16784.12,0.26,12420.25
783,2025-06-02,Cliente_10,Headset,Eletrônicos,Norte,1,4713.48,4713.48,0.2,3770.78
784,2025-08-27,Cliente_7,Mouse,Acessórios,Nordeste,4,382.69,1530.76,0.03,1484.84
785,2025-09-11,Cliente_96,Teclado,Eletrônicos,Centro-Oeste,4,3673.33,14693.32,0.15,12489.32
786,2025-04-28,Cliente_57,Mouse,Periféricos,Nordeste,4,4428.03,17712.12,0.26,13106.97
787,2025-02-04,Cliente_62,Notebook,Periféricos,Centro-Oeste,4,1290.36,5161.44,0.06,4851.75
788,2025-01-10,Cliente_19,Monitor,Eletrônicos,Sudeste,4,2068.5,8274.0,0.27,6040.02
789,2025-09-03,Cliente_73,Monitor,Eletrônicos,Norte,3,4592.35,13777.05,0.01,13639.28
790,2025-09-05,Cliente_46,Mouse,Periféricos,Nordeste,4,1607.05,6428.2,0.21,5078.28
791,2025-03-30,Cliente_36,Notebook,Periféricos,Centro-Oeste,4,1488.53,5954.12,0.24,4525.13
792,2025-07-31,Cliente_98,Monitor,Eletrônicos,Norte,4,2823.87,11295.48,0.11,10052.98
793,2025-01-22,Cliente_24,Teclado,Periféricos,Centro-Oeste,4,312.06,1248.24,0.03,1210.79
794,2025-10-25,Cliente_66,Mouse,Acessórios,Centro-Oeste,1,4342.42,4342.42,0.14,3734.48
795,2025-11-12,Cliente_40,Cadeira Gamer,Eletrônicos,Sudeste,4,769.36,3077.44,0.27,2246.53
796,2025-08-13,Cliente_49,Monitor,Acessórios,Centro-Oeste,3,2695.79,8087.37,0.05,7683.0
797,2025-11-05,Cliente_41,Headset,Acessórios,Centro-Oeste,1,3525.86,3525.86,0.23,2714.91
798,2025-12-18,Cliente_30,Monitor,Eletrônicos,Norte,4,3102.52,12410.08,0.05,11789.58
799,2025-09-19,Cliente_8,Cadeira Gamer,Eletrônicos,Sudeste,2,2996.84,5993.68,0.18,4914.82
800,2025-09-22,Cliente_7,Notebook,Acessórios,Sul,4,496.79,1987.16,0.01,1967.29
